,Accident.Number,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured
63584,DEN08LA013,Non-Fatal,Substantial,Airplane,Learjet,35A,No,2.0,Turbo Fan,0.0,0.0,0.0,2.0
63588,DFW08LA019,Non-Fatal,Substantial,Airplane,Cessna,U206G,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63592,DFW08CA016,Non-Fatal,Destroyed,Airplane,Ward Rc,350 HP,Yes,1.0,Reciprocating,0.0,0.0,0.0,3.0
63593,NYC08CA016,Non-Fatal,Substantial,Airplane,Cessna,182,No,1.0,Reciprocating,0.0,0.0,0.0,3.0
63594,CHI08CA025,Non-Fatal,Substantial,Airplane,Cessna,152,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63595,CHI08CA024,Non-Fatal,Destroyed,Airplane,Cessna,C-182,No,1.0,Reciprocating,0.0,0.0,0.0,3.0
63598,NYC08LA018,Non-Fatal,Substantial,Airplane,Blair,Skybolt,Yes,1.0,Reciprocating,0.0,0.0,0.0,2.0
63599,NYC08LA015,Non-Fatal,Substantial,Airplane,Ryan,ST-3KR,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63600,NYC08CA017,Non-Fatal,Substantial,Airplane,Cessna,152,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63601,LAX08CA015,Non-Fatal,Substantial,Airplane,Cessna,172N,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
63602,DFW08LA018,Non-Fatal,Substantial,Airplane,Cessna,150K,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
63603,DFW08CA033,Non-Fatal,Substantial,Airplane,Cessna,172R,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63606,ANC08CA005,Non-Fatal,Substantial,Airplane,Taylorcraft,F-19,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
63607,CHI08IA022,Incident,Minor,Airplane,Airbus Industrie,A320-211,No,2.0,Turbo Jet,0.0,0.0,0.0,138.0
63610,MIA08CA008,Non-Fatal,Substantial,Airplane,Globe,GC-1B,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
63615,MIA08LA006,Non-Fatal,Substantial,Airplane,Taylorcraft,DCO-65,No,1.0,Reciprocating,0.0,0.0,1.0,1.0
63616,CHI08FA027,Fatal(2),Substantial,Airplane,Piper,PA-44-180,No,2.0,Reciprocating,2.0,0.0,0.0,0.0
63617,ANC08CA008,Non-Fatal,Substantial,Airplane,Piper,PA-18,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63618,DEN08CA019,Non-Fatal,Substantial,Airplane,Grumman American,AA-5,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63622,DEN08CA020,Non-Fatal,Substantial,Airplane,Cessna,172N,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
63623,ANC08CA009,Non-Fatal,Substantial,Airplane,Piper,PA-18,No,1.0,Reciprocating,0.0,0.0,1.0,0.0
63625,LAX08CA020,Non-Fatal,Substantial,Airplane,Piper,PA-28-140,No,1.0,Reciprocating,0.0,2.0,1.0,0.0
63626,LAX08CA019,Non-Fatal,Substantial,Airplane,Ploof Progressive Aerodyne's,Searey,No,1.0,Reciprocating,0.0,0.0,2.0,0.0
63628,CHI08CA008,Non-Fatal,Substantial,Airplane,"Veltman, Robert",CH701,Yes,1.0,Reciprocating,0.0,1.0,0.0,0.0
63630,LAX08CA021,Non-Fatal,Substantial,Airplane,Beech,A36,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
63631,DFW08CA021,Non-Fatal,Substantial,Airplane,Cessna,172,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63633,LAX08FA001,Fatal(2),Destroyed,Airplane,Piper,PA-28R-200,No,1.0,Reciprocating,2.0,0.0,0.0,0.0
63637,NYC08FA020,Fatal(2),Substantial,Airplane,Piper,PA-28-181,No,1.0,Reciprocating,2.0,1.0,0.0,0.0
63642,CHI08CA030,Non-Fatal,Substantial,Airplane,Cessna,172M,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63645,SEA08FA013,Fatal(1),Destroyed,Airplane,Grumman American,AA-5A,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
63646,ENG08IA001,Incident,Minor,Airplane,Boeing,757-225,No,2.0,Turbo Fan,0.0,0.0,0.0,0.0
63649,LAX08CA022,Non-Fatal,Substantial,Airplane,Bagnall Harold E,Kitfox Lite 2,Yes,1.0,Reciprocating,0.0,0.0,0.0,2.0
63652,CHI08CA029,Non-Fatal,Substantial,Airplane,Cessna,172R,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63655,LAX08CA037,Non-Fatal,Substantial,Airplane,Cessna,152,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63657,SEA08CA018,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
63658,SEA08CA016,Non-Fatal,Substantial,Airplane,Dye,Rans S-12 Airaile,Yes,1.0,Reciprocating,0.0,0.0,2.0,0.0
63661,DFW08LA035,Non-Fatal,Substantial,Airplane,Ayres,S2-R,No,1.0,Turbo Prop,0.0,0.0,0.0,1.0
63662,CHI08CA035,Non-Fatal,Substantial,Airplane,Mooney,M20E,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63663,CHI08CA032,Non-Fatal,Substantial,Airplane,Piper,PA-28-151,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
63665,CHI08LA031,Fatal(1),Destroyed,Airplane,"Wrb Associates, Llc.",Zodiac 601 XL,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
63666,SEA08LA017,Fatal(1),Substantial,Airplane,Kelly,F1D,Yes,1.0,Reciprocating,1.0,0.0,0.0,0.0
63667,MIA08CA011,Non-Fatal,Substantial,Airplane,Smith Miniplane,DSA-1,Yes,1.0,Reciprocating,0.0,1.0,0.0,0.0
63669,DFW08CA022,Non-Fatal,Substantial,Airplane,Aeronca,7AC,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63670,DEN08CA023,Non-Fatal,Substantial,Airplane,Cessna,TP206A,No,1.0,Reciprocating,0.0,0.0,1.0,0.0
63671,NYC08FA023,Fatal(1),Destroyed,Airplane,Daniel R. Lloyd,Trish's Ride Home,Yes,1.0,Reciprocating,1.0,0.0,0.0,0.0
63674,DFW08CA024,Non-Fatal,Substantial,Airplane,Pipistrel,Sinus 912,No,1.0,Reciprocating,0.0,0.0,1.0,1.0
63675,DFW08CA023,Non-Fatal,Substantial,Airplane,Bellanca,7GCBC,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
63676,CHI08FA033,Fatal(1),Substantial,Airplane,Cessna,172I,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
63678,MIA08CA012,Non-Fatal,Substantial,Airplane,Piper,PA-31-350,No,2.0,Reciprocating,0.0,0.0,0.0,6.0
63679,DEN08CA026,Non-Fatal,Substantial,Airplane,Cessna,140,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63680,CHI08CA034,Non-Fatal,Substantial,Airplane,"Gluff, Alan",Zenair 200,Yes,1.0,Reciprocating,0.0,0.0,1.0,0.0
63681,NYC08LA024,Fatal(2),Destroyed,Airplane,Blondin,601HDS,Yes,1.0,Reciprocating,2.0,0.0,0.0,0.0
63683,NYC08LA027,Non-Fatal,Substantial,Airplane,Vans Aircraft,RV-7A,Yes,1.0,Reciprocating,0.0,0.0,1.0,0.0
63685,DEN08CA025,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
63686,ANC08CA017,Non-Fatal,Substantial,Airplane,Cessna,172,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63692,MIA08LA014B,Non-Fatal,Substantial,Airplane,Beech,E18S,No,2.0,Reciprocating,0.0,0.0,0.0,2.0
63693,MIA08LA014A,Non-Fatal,Substantial,Airplane,Cessna,C208B,No,1.0,Turbo Prop,0.0,0.0,0.0,2.0
63695,SEA08LA021,Fatal(3),Destroyed,Airplane,Cessna,340,No,2.0,Reciprocating,3.0,0.0,0.0,0.0
63696,LAX08FA026,Fatal(2),Destroyed,Airplane,Beech,A100,No,2.0,Turbo Prop,2.0,0.0,0.0,0.0
63700,LAX08LA027,Non-Fatal,Substantial,Airplane,Beech,A36,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
63701,DFW08CA028,Non-Fatal,Substantial,Airplane,Cessna,152,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63702,SEA08FA023,Fatal(2),Destroyed,Airplane,Cessna,T182T,No,1.0,Reciprocating,2.0,0.0,0.0,0.0
63703,MIA08CA016,Non-Fatal,Substantial,Airplane,Scottish,Bulldog 120,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63704,CHI08CA043,Non-Fatal,Substantial,Airplane,Air Tractor,AT-502,No,1.0,Turbo Shaft,0.0,0.0,1.0,0.0
63705,CHI08CA038,Non-Fatal,Substantial,Airplane,Piper,PA-22-150,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63708,LAX08FA028,Fatal(3),Destroyed,Airplane,Piper,PA-60-602P,No,2.0,Reciprocating,3.0,0.0,0.0,0.0
63711,NYC08LA029,Non-Fatal,Substantial,Airplane,Piper,PA-25-235,No,1.0,Reciprocating,0.0,1.0,0.0,0.0
63712,NYC08CA030,Non-Fatal,Substantial,Airplane,Sea & Air Sales,Searey,Yes,1.0,Reciprocating,0.0,0.0,2.0,0.0
63713,LAX08CA014,Non-Fatal,Substantial,Airplane,Piper,PA-34-200T,No,2.0,Reciprocating,0.0,0.0,0.0,1.0
63718,LAX08CA030,Non-Fatal,Substantial,Airplane,Maule,MX-7-180A,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63719,DFW08LA030,Non-Fatal,Substantial,Airplane,Gulfstream Aerospace,G-IV,No,2.0,Turbo Fan,0.0,0.0,0.0,8.0
63720,CHI08CA042,Non-Fatal,Substantial,Airplane,Cessna,180,No,1.0,Reciprocating,0.0,0.0,1.0,0.0
63721,NYC08CA032,Non-Fatal,Destroyed,Airplane,"Brand, Richard",Bateleur 2000,Yes,1.0,Reciprocating,0.0,0.0,0.0,1.0
63722,SEA08LA025,Non-Fatal,Substantial,Airplane,Piper,PA-31-350,No,2.0,Reciprocating,0.0,0.0,0.0,1.0
63723,SEA08CA026,Non-Fatal,Substantial,Airplane,Piper,PA-28-180,No,1.0,Reciprocating,0.0,0.0,0.0,4.0
63724,NYC08CA035,Non-Fatal,Substantial,Airplane,Cessna,180,No,1.0,Reciprocating,0.0,0.0,1.0,0.0
63725,NYC08CA036,Non-Fatal,Substantial,Airplane,Cessna,120,No,1.0,Reciprocating,0.0,0.0,1.0,0.0
63729,MIA08CA017,Non-Fatal,Substantial,Airplane,Piper,PA-28-140,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
63732,ANC08CA019,Non-Fatal,Substantial,Airplane,American Champion (acac),8GCBC,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63735,DFW08FA031,Fatal(3),Destroyed,Airplane,Piper,PA-28R-200,No,1.0,Reciprocating,3.0,0.0,0.0,0.0
63738,NYC08CA040,Non-Fatal,Substantial,Airplane,Piper,PA-28-140,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
63742,SEA08CA030,Non-Fatal,Substantial,Airplane,Cessna,172N,No,1.0,Reciprocating,0.0,0.0,1.0,0.0
63743,NYC08CA037,Non-Fatal,Substantial,Airplane,Cessna,172N,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63744,DFW08CA032,Non-Fatal,Substantial,Airplane,Cessna,150,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
63746,ENG08IA002,Incident,Minor,Airplane,Boeing,737-300,No,2.0,Turbo Fan,0.0,0.0,0.0,138.0
63747,MIA08CA018,Non-Fatal,Substantial,Airplane,Cessna,172,No,1.0,Reciprocating,0.0,0.0,0.0,4.0
63748,ANC08CA020,Non-Fatal,Substantial,Airplane,Cessna,170B,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63749,SEA08CA034,Non-Fatal,Substantial,Airplane,Ayres,S2R-G1,No,1.0,Turbo Prop,0.0,0.0,0.0,1.0
63753,NYC08FA039,Fatal(1),Destroyed,Airplane,Mooney,M20K,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
63757,NYC08FA041,Fatal(1),Substantial,Airplane,Cirrus Design Corp,SR20,No,1.0,Reciprocating,1.0,2.0,0.0,0.0
63758,NYC08CA042,Non-Fatal,Substantial,Airplane,Cessna,172N,No,1.0,Reciprocating,0.0,0.0,0.0,3.0
63764,SEA08CA039,Non-Fatal,Substantial,Airplane,Piper,PA-18A-135,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63766,LAX08CA031,Non-Fatal,Substantial,Airplane,Diamond Aircraft Industries,DA-20-C1,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63768,MIA08CA019,Non-Fatal,Substantial,Airplane,Lake,LA-4-200,No,1.0,Reciprocating,0.0,0.0,2.0,0.0
63770,CHI08FA039,Fatal(4),Destroyed,Airplane,Cirrus Design Corp.,SR22,No,1.0,Reciprocating,4.0,0.0,0.0,0.0
63771,NYC08FA046,Fatal(1),Substantial,Airplane,Cessna,310R,No,2.0,Reciprocating,1.0,0.0,0.0,0.0
63772,NYC08CA047,Non-Fatal,Substantial,Airplane,Cessna,152,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63774,DEN08CA034,Non-Fatal,Substantial,Airplane,"Godwin, David P",Sorrell SNJ-7,Yes,1.0,Reciprocating,0.0,0.0,0.0,1.0
63776,DFW08FA038,Fatal(2),Destroyed,Airplane,Cessna,T210M,No,1.0,Reciprocating,2.0,1.0,0.0,0.0
63777,NYC08CA048,Non-Fatal,Substantial,Airplane,Vans Aircraft,RV-8,Yes,1.0,Reciprocating,0.0,1.0,0.0,0.0
63779,MIA08CA022,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63780,DFW08FA040,Fatal(2),Substantial,Airplane,Cessna,172N,No,1.0,Reciprocating,2.0,0.0,0.0,0.0
63781,DFW08CA041,Non-Fatal,Substantial,Airplane,Cessna,172P,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63784,ANC08CA022,Non-Fatal,Substantial,Airplane,Aeronca,7JC,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63786,SEA08CA049,Non-Fatal,Substantial,Airplane,Beech,A23,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63787,ANC08CA024,Non-Fatal,Substantial,Airplane,Piper,PA-18-135,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
63788,CHI08LA046,Fatal(1),Destroyed,Airplane,Swearingen T R/masters W,Rand KR 2,Yes,1.0,Reciprocating,1.0,0.0,0.0,0.0
63789,DFW08CA044,Non-Fatal,Substantial,Airplane,Cessna,152,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63792,NYC08LA049,Non-Fatal,Substantial,Airplane,Cessna,172N,No,1.0,Reciprocating,0.0,0.0,2.0,0.0
63795,MIA08LA024,Non-Fatal,Destroyed,Airplane,Cirrus,SR22,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
63796,SEA08LA041,Non-Fatal,Substantial,Airplane,Cessna,551,No,2.0,Turbo Fan,0.0,0.0,0.0,8.0
63799,DFW08CA042,Non-Fatal,Substantial,Airplane,Vans Aircraft,RV-6,Yes,1.0,Reciprocating,0.0,0.0,0.0,1.0
63802,NYC08FA051,Fatal(1),Destroyed,Airplane,Beech,60,No,2.0,Reciprocating,1.0,0.0,0.0,0.0
63805,NYC08FA053,Fatal(1),Substantial,Airplane,Piper,PA-28R-200,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
63807,CHI08FA045,Fatal(2),Destroyed,Airplane,Cessna,208B,No,2.0,Turbo Prop,2.0,0.0,0.0,0.0
63809,MIA08CA025,Non-Fatal,Substantial,Airplane,Messing Roy,Sonex,Yes,1.0,Reciprocating,0.0,0.0,0.0,1.0
63810,LAX08CA035,Non-Fatal,Substantial,Airplane,Piper,PA-28-180,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
63811,LAX08CA033,Non-Fatal,Substantial,Airplane,Senft/anderson/salmon,C-5,Yes,1.0,Reciprocating,0.0,0.0,1.0,0.0
63812,LAX08CA034,Non-Fatal,Destroyed,Airplane,Air Tractor,AT-401,No,1.0,Reciprocating,0.0,1.0,0.0,0.0
63814,LAX08CA036,Non-Fatal,Substantial,Airplane,Piaggio Aero Industries S.p.a.,Avanti P-180,No,2.0,Turbo Prop,0.0,0.0,0.0,2.0
63815,MIA08FA026,Fatal(2),Destroyed,Airplane,Cessna,R182,No,1.0,Reciprocating,2.0,0.0,0.0,0.0
63816,SEA08CA044,Non-Fatal,Substantial,Airplane,Cessna,182,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63817,NYC08CA058,Non-Fatal,Substantial,Airplane,Fisher Aero,Celebrity,Yes,1.0,Reciprocating,0.0,0.0,0.0,1.0
63818,NYC08CA055,Non-Fatal,Substantial,Airplane,Piper,PA-22-150,No,1.0,Reciprocating,0.0,0.0,1.0,0.0
63819,MIA08FA027,Fatal(2),Substantial,Airplane,Cessna,T210N,No,1.0,Reciprocating,2.0,0.0,0.0,0.0
63820,CHI08CA049,Non-Fatal,Substantial,Airplane,Cessna,172,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63821,CHI08CA047,Non-Fatal,Substantial,Airplane,Cessna,Skyhawk 172,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63822,NYC08FA054B,Fatal(2),Destroyed,Airplane,Cessna,152,No,1.0,Reciprocating,2.0,0.0,0.0,0.0
63823,NYC08FA054A,Fatal(2),Destroyed,Airplane,Piper,PA-30,No,2.0,Reciprocating,2.0,0.0,0.0,0.0
63825,NYC08FA056,Fatal(1),Substantial,Airplane,Beech,H35,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
63827,MIA08CA028,Non-Fatal,Destroyed,Airplane,Cessna,172E,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63828,SEA08FA042,Fatal(2),Destroyed,Airplane,Beech,200,No,2.0,Turbo Prop,2.0,0.0,0.0,2.0
63829,CHI08CA048,Non-Fatal,Substantial,Airplane,"Smith, Ted Aerostar",Aerostar 601,No,2.0,Reciprocating,0.0,0.0,0.0,1.0
63830,SEA08FA045,Fatal(3),Destroyed,Airplane,Beech,A36TC,No,1.0,Reciprocating,3.0,0.0,0.0,0.0
63833,NYC08LA059,Fatal(1),Substantial,Airplane,"Wootton, John",Aero Canard,Yes,1.0,Reciprocating,1.0,0.0,0.0,0.0
63834,NYC08CA073,Non-Fatal,Substantial,Airplane,Piper,PA-31T,No,2.0,Turbo Prop,0.0,0.0,0.0,2.0
63836,NYC08CA072,Non-Fatal,Substantial,Airplane,Beech,BE-55,No,2.0,Reciprocating,0.0,0.0,0.0,1.0
63837,NYC08CA063,Non-Fatal,Substantial,Airplane,Maule,M-7-235,No,1.0,Reciprocating,0.0,0.0,0.0,4.0
63838,MIA08LA029,Non-Fatal,Substantial,Airplane,Piper,PA32-260,No,1.0,Reciprocating,0.0,0.0,2.0,0.0
63840,SEA08CA047,Non-Fatal,Substantial,Airplane,Cessna,172S,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63841,NYC08LA062B,Non-Fatal,Substantial,Airplane,Embraer,EMB-190,No,2.0,Turbo Fan,0.0,0.0,0.0,5.0
63845,CHI08FA050,Non-Fatal,Minor,Airplane,Boeing,777-222,No,2.0,Turbo Fan,0.0,1.0,0.0,263.0
63850,DCA08FA018,Non-Fatal,Substantial,Airplane,Bombardier,CL600-2B19,No,2.0,Turbo Fan,0.0,0.0,0.0,34.0
63853,NYC08WA329,Non-Fatal,Substantial,Airplane,Grumman,G164A,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63858,MIA08CA030,Non-Fatal,Substantial,Airplane,Cessna,172N,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63859,LAX08CA039,Non-Fatal,Substantial,Airplane,Cessna,310R,No,2.0,Reciprocating,0.0,0.0,0.0,1.0
63860,ANC08LA027,Non-Fatal,Substantial,Airplane,Cessna,208B,No,1.0,Turbo Prop,0.0,1.0,1.0,0.0
63862,MIA08CA046,Non-Fatal,Substantial,Airplane,Cessna,Citation 510,No,2.0,Turbo Jet,0.0,0.0,0.0,2.0
63863,MIA08CA031,Non-Fatal,Substantial,Airplane,Cessna,310P,No,2.0,Reciprocating,0.0,0.0,0.0,2.0
63864,NYC08CA066,Non-Fatal,Substantial,Airplane,Piper,PA28-180,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63866,LAX08CA040,Non-Fatal,Substantial,Airplane,Eldredge,Aircamper SDE,Yes,1.0,Reciprocating,0.0,0.0,0.0,1.0
63868,DFW08CA047,Non-Fatal,Substantial,Airplane,Cessna,210,No,1.0,Reciprocating,0.0,0.0,0.0,3.0
63870,CHI08FA054,Fatal(1),Destroyed,Airplane,Piper,PA-32R-300,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
63871,CHI08FA053,Fatal(3),Destroyed,Airplane,Beech,V35B,No,1.0,Reciprocating,3.0,0.0,0.0,0.0
63872,DFW08CA048,Non-Fatal,Substantial,Airplane,Portman,RV-7A,Yes,1.0,Reciprocating,0.0,0.0,1.0,0.0
63874,DFW08LA134,Fatal(2),Destroyed,Airplane,Cessna,310,No,2.0,Reciprocating,2.0,0.0,0.0,0.0
63877,NYC08CA068,Non-Fatal,Substantial,Airplane,Cessna,170B,No,1.0,Reciprocating,0.0,0.0,0.0,4.0
63878,NYC08CA067,Non-Fatal,Substantial,Airplane,Mooney,M20F,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63880,LAX08CA041,Non-Fatal,Substantial,Airplane,Found Acft,FBA-2C2,No,1.0,Reciprocating,0.0,0.0,2.0,2.0
63881,DFW08CA049,Non-Fatal,Substantial,Airplane,Cessna,182,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63882,DEN08CA043,Non-Fatal,Substantial,Airplane,Champion,7GCAA,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
63883,SEA08CA053,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63887,NYC08IA069,Incident,Minor,Airplane,Piper,PA-32R,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
63890,SEA08CA052,Non-Fatal,Substantial,Airplane,Cessna,172S,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63891,NYC08LA070,Non-Fatal,Substantial,Airplane,Cessna,182R,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63893,MIA08LA032,Non-Fatal,Substantial,Airplane,Mooney,M20E,No,1.0,Reciprocating,0.0,0.0,2.0,0.0
63894,MIA08CA045,Non-Fatal,Substantial,Airplane,Cessna,172P,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
63895,ANC08LA030,Non-Fatal,Substantial,Airplane,Piper,PA-22-150,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
63896,DEN08IA044,Incident,Minor,Airplane,Piper,PA-46-310P,No,1.0,Reciprocating,0.0,0.0,0.0,4.0
63899,CHI08FA055,Fatal(1),Destroyed,Airplane,Cessna,310R,No,2.0,Reciprocating,1.0,1.0,0.0,0.0
63900,SEA08LA054,Non-Fatal,Substantial,Airplane,Hein,Sonex,Yes,1.0,Reciprocating,0.0,1.0,0.0,0.0
63901,DFW08CA051,Non-Fatal,Substantial,Airplane,Cessna,172,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63903,DEN08CA045,Non-Fatal,Substantial,Airplane,Piper,PA-46-310P,No,1.0,Reciprocating,0.0,0.0,0.0,5.0
63904,CHI08CA058,Non-Fatal,Substantial,Airplane,Cessna,172F,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63905,CHI08CA056,Non-Fatal,Substantial,Airplane,Ercoupe (eng & Research Corp.),415D,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
63909,LAX08FA043,Fatal(1),Substantial,Airplane,Cirrus Design Corp.,SR22,No,1.0,Reciprocating,1.0,0.0,0.0,0.0
63910,CHI08CA057,Non-Fatal,Substantial,Airplane,Lerohl,RV-8,Yes,1.0,Reciprocating,0.0,0.0,0.0,1.0
63911,SEA08CA056,Non-Fatal,Substantial,Airplane,Piper,PA-12,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
63913,SEA08LA057,Non-Fatal,Substantial,Airplane,Barnard/Stancil,Glastar,Yes,1.0,Reciprocating,0.0,0.0,0.0,3.0
63914,DFW08CA054,Non-Fatal,Substantial,Airplane,Micco Aircraft Company,MAC-145B,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63915,DEN08CA047,Non-Fatal,Substantial,Airplane,Cessna,152,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63916,NYC08CA074,Non-Fatal,Substantial,Airplane,Beech,A36,No,1.0,Reciprocating,0.0,0.0,0.0,3.0
63919,MIA08LA034,Non-Fatal,Substantial,Airplane,Costruzioni Aeronautiche,P2002 Sierra,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63920,CHI08CA060,Non-Fatal,Substantial,Airplane,American Champion (ACAC),7AC,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
63921,MIA08LA035,Non-Fatal,Substantial,Airplane,Cessna,R172K,No,1.0,Reciprocating,0.0,1.0,0.0,0.0
63922,ANC08MA038,Fatal,Substantial,Airplane,PIPER,PA-31-350,No,2.0,Reciprocating,6.0,1.0,3.0,0.0
63923,NYC08LA075,Non-Fatal,Substantial,Airplane,DEAN PATRICK G,GENESIS,Yes,1.0,Reciprocating,0.0,1.0,0.0,0.0
63924,NYC08CA084,Non-Fatal,Substantial,Airplane,Piper,PA-32R-300,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
63925,MIA08LA036,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
63927,MIA08CA037,Non-Fatal,Substantial,Airplane,Cessna,170A,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
63930,LAX08CA044,Non-Fatal,Substantial,Airplane,Bellanca,7GCBC,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
63935,CHI08LA071,Non-Fatal,Substantial,Airplane,Airbus Industrie,A319-114,No,2.0,Turbo Fan,0.0,0.0,0.0,73.0
63936,SEA08LA058,Fatal,Substantial,Airplane,Corsario,MK-5,Yes,1.0,Reciprocating,1.0,0.0,0.0,0.0
63938,NYC08CA079,Non-Fatal,Substantial,Airplane,Cessna,150G,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
63941,NYC08CA080,Non-Fatal,Substantial,Airplane,Cessna,C-152,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63943,DEN08LA049,Non-Fatal,Substantial,Airplane,Cessna,172M,No,1.0,Reciprocating,0.0,0.0,0.0,2.0
63944,CHI08FA061,Fatal,Substantial,Airplane,Cessna,340,No,2.0,Reciprocating,4.0,0.0,0.0,0.0
63945,CHI08LA067,Non-Fatal,Substantial,Airplane,Ziermann,RV8,Yes,1.0,Reciprocating,0.0,0.0,1.0,0.0
63946,MIA08FA038,Fatal,Substantial,Airplane,CESSNA,172L,No,1.0,Reciprocating,3.0,0.0,0.0,0.0
63949,SEA08LA064,Non-Fatal,Substantial,Airplane,Piper,PA-24-250,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
63950,MIA08CA039,Non-Fatal,Substantial,Airplane,Piper,PA-32-300,No,1.0,Reciprocating,0.0,0.0,0.0,1.0
